,covariance,beta1,beta2,p,pca_coef,mismeasured_coef,mismeasured_allvar_coef,mismeasured_avg_coef,true_val_coef,pca_ape,mismeasured_coef_ape,mismeasured_allvar_coef_ape,mismeasured_avg_coef_ape
24,-1.0,1.0,10.0,5,-8.95558752609196,-9.00264657029042,-8.944748678212441,-8.955514931731583,-4.50660874264428,9.95558752609196,10.00264657029042,9.944748678212441,9.955514931731583
25,-1.0,1.0,10.0,10,-9.002522509361189,-9.009206065819711,-9.018942079989165,-9.012476038600886,-4.4988690802916915,10.002522509361189,10.009206065819711,10.018942079989165,10.012476038600886
26,-1.0,1.0,10.0,20,-8.958940734468635,-8.997970136518466,-8.923570813073459,-8.9380236031802,-4.491941434218917,9.958940734468635,9.997970136518466,9.923570813073459,9.9380236031802
27,-1.0,1.0,10.0,50,-8.964422378264915,-8.993883633358596,-8.926847856270111,-8.89868860966682,-4.502245457107759,9.964422378264915,9.993883633358596,9.926847856270111,9.89868860966682
28,-1.0,1.0,100.0,5,-98.98548300996774,-98.98533151100273,-98.95978180858827,-98.970852713755,-49.499631289426006,99.98548300996774,99.98533151100273,99.95978180858827,99.970852713755
29,-1.0,1.0,100.0,10,-99.03417338014177,-98.97849442728504,-99.03895413676628,-99.02316120951548,-49.494511190877084,100.03417338014177,99.97849442728504,100.03895413676628,100.02316120951548
30,-1.0,1.0,100.0,20,-99.01372517533984,-99.01785192109193,-98.97656777240718,-98.99064225969315,-49.50589074085078,100.01372517533984,100.01785192109193,99.97656777240718,99.99064225969315
31,-1.0,1.0,100.0,50,-99.02299628914983,-98.98301427167515,-99.09552354334754,-99.01387097978119,-49.49484510339874,100.02299628914983,99.98301427167515,100.09552354334754,100.01387097978119
32,-1.0,10.0,0.1,5,9.912990565308984,9.893480356553738,9.91966062431938,9.909447031956171,4.941772848798307,0.008700943469101574,0.010651964344626208,0.008033937568061944,0.009055296804382884
33,-1.0,10.0,0.1,10,9.866316396429244,9.880032410770923,9.876394413084718,9.86604636930412,4.9402105259959255,0.01336836035707556,0.011996758922907701,0.012360558691528212,0.01339536306958795
34,-1.0,10.0,0.1,20,9.911808551990331,9.910252549419466,9.92559347307711,9.91038546388452,4.951694065455348,0.00881914480096686,0.008974745058053379,0.007440652692289084,0.00896145361154801
35,-1.0,10.0,0.1,50,10.000652301520937,9.911867659086735,10.01623711682686,10.009795187489466,4.955198489756558,6.5230152093676e-05,0.00881323409132655,0.0016237116826859576,0.0009795187489466174
36,-1.0,10.0,1.0,5,9.002992156861968,8.993445853149765,9.004374995090636,9.001686535228643,4.496320419545172,0.09970078431380322,0.10065541468502345,0.0995625004909364,0.0998313464771357
37,-1.0,10.0,1.0,10,8.989120474986466,8.994822767351835,8.973829960575571,8.974631759630924,4.500550524798411,0.10108795250135341,0.10051772326481653,0.10261700394244286,0.1025368240369076
38,-1.0,10.0,1.0,20,8.994624760411023,8.986516524937967,9.034438379911316,9.001661293799389,4.501303179475665,0.1005375239588977,0.10134834750620332,0.09655616200886837,0.09983387062006113
39,-1.0,10.0,1.0,50,8.966544796973977,9.004083834560761,8.878890810731003,8.938114803445044,4.501413730426208,0.10334552030260227,0.09959161654392386,0.11211091892689976,0.10618851965549556
40,-1.0,10.0,10.0,5,0.04358965098299243,0.009830926594278195,0.03214931738105018,0.03235843682977023,0.006553982215019988,0.9956410349017007,0.9990169073405722,0.9967850682618951,0.9967641563170229
41,-1.0,10.0,10.0,10,-0.024193800305797923,0.006649383335560559,-0.020873187877177086,-0.020702129041182307,0.00040770076724746976,1.0024193800305796,0.999335061666444,1.0020873187877177,1.0020702129041184
42,-1.0,10.0,10.0,20,-0.04008017706514086,-0.006680175157030901,-0.055549974411175186,-0.06768887927599355,-0.005665609919355075,1.004008017706514,1.0006680175157032,1.0055549974411175,1.0067688879275993
43,-1.0,10.0,10.0,50,-0.03302807166842187,-0.014423101834886876,-0.009419947394438069,-0.019455262517170138,-0.003509612569126315,1.0033028071668422,1.0014423101834886,1.0009419947394438,1.001945526251717
44,-1.0,10.0,100.0,5,-89.98051251661433,-89.98993786902983,-89.9834124113141,-89.98769458562104,-45.00422955758474,9.998051251661433,9.998993786902982,9.99834124113141,9.998769458562105
45,-1.0,10.0,100.0,10,-89.97730440016775,-89.99403970864795,-89.9760719535562,-89.97953148538167,-44.999403681273506,9.997730440016776,9.999403970864794,9.99760719535562,9.997953148538167
46,-1.0,10.0,100.0,20,-90.04994866375517,-90.01873235649735,-90.00001893829955,-90.0435603662812,-45.00693580199409,10.004994866375517,10.001873235649736,10.000001893829955,10.00435603662812
47,-1.0,10.0,100.0,50,-89.92914251788652,-89.96681898878518,-89.9702559272998,-89.91471190662085,-44.997174434289285,9.992914251788651,9.996681898878517,9.99702559272998,9.991471190662086
48,-1.0,100.0,0.1,5,99.9251121567708,99.9089168334323,99.91508405088503,99.92526038882166,49.96179105272683,0.0007488784322920594,0.0009108316656769944,0.0008491594911497202,0.0007473961117834449
49,-1.0,100.0,0.1,10,99.88283734211679,99.90840570471944,99.8681446577295,99.87099933199526,49.95136099836289,0.0011716265788321322,0.0009159429528055795,0.00131855342270498,0.0012900066800473552
50,-1.0,100.0,0.1,20,99.90925002959077,99.91268404816273,99.92799961168618,99.9229321284312,49.95328353913785,0.000907499704092345,0.0008731595183726882,0.0007200038831382472,0.0007706787156880068
51,-1.0,100.0,0.1,50,99.88149706520886,99.90039130664886,100.01732155567613,99.95874406612835,49.94996813061243,0.0011850293479113815,0.0009960869335114352,0.0001732155567613347,0.00041255933871653383
52,-1.0,100.0,1.0,5,99.00140816879085,99.02613722624238,99.00154907615962,98.9964766329762,49.51104275652064,0.009985918312091542,0.009738627737576167,0.009984509238403803,0.01003523367023803
53,-1.0,100.0,1.0,10,99.00396939566404,98.99586405052071,99.02413430819804,99.00256343566824,49.5061956438943,0.009960306043359566,0.010041359494792915,0.009758656918019568,0.00997436564331764
54,-1.0,100.0,1.0,20,99.00766979973605,99.00637913375851,98.98648884750604,99.01148448304906,49.50153436778551,0.009923302002639502,0.009936208662414856,0.010135111524939617,0.009885155169509403
55,-1.0,100.0,1.0,50,99.04754347029161,99.00028044152809,98.93146518800944,99.00884600547636,49.50786442799895,0.009524565297083853,0.009997195584719095,0.010685348119905598,0.009911539945236428
56,-1.0,100.0,10.0,5,89.97890572291621,89.97804388521719,89.98013438116503,89.98422375271637,44.99628855681385,0.1002109427708379,0.1002195611478281,0.10019865618834971,0.10015776247283625
57,-1.0,100.0,10.0,10,89.96187234902908,89.99412958802628,89.95930178192033,89.95121450177072,44.996224345259705,0.10038127650970921,0.10005870411973718,0.10040698218079669,0.10048785498229279
58,-1.0,100.0,10.0,20,89.99334104626982,89.99705950233269,89.92201390541979,89.96528794323534,44.998961918007645,0.10006658953730181,0.1000294049766731,0.10077986094580212,0.10034712056764661
59,-1.0,100.0,10.0,50,89.8960147138574,90.00242161435746,89.96747729877892,89.93901760769963,44.99573642032868,0.10103985286142603,0.09997578385642542,0.10032522701221083,0.10060982392300374
60,-1.0,100.0,100.0,5,0.0004911568881157164,-0.003627949894023189,0.013045391159882885,0.0049948593843139885,-0.009847875288908648,0.9999950884311188,1.0000362794989401,0.9998695460884012,0.9999500514061569
61,-1.0,100.0,100.0,10,-0.037321489249408535,-0.0018669549530178253,-0.031808893475759645,-0.03626485178754721,0.0016017520983728467,1.000373214892494,1.0000186695495301,1.0003180889347576,1.0003626485178756
62,-1.0,100.0,100.0,20,0.013562133294715197,0.003227170869663785,0.031622667333887994,0.009414836876043699,0.002246745872953615,0.9998643786670529,0.9999677282913033,0.999683773326661,0.9999058516312396
63,-1.0,100.0,100.0,50,-0.014107867018848464,0.010397543077703514,-0.09788599497081144,-0.021225940217240235,-0.0031498750065583536,1.0001410786701885,0.999896024569223,1.000978859949708,1.0002122594021723
64,-0.75,0.1,0.1,5,0.08749524022297564,0.06087246234155855,0.09008922614893208,0.08912273923512952,0.10377085919821974,0.12504759777024366,0.3912753765844146,0.09910773851067922,0.10877260764870486
65,-0.75,0.1,0.1,10,0.07553752529113822,0.04539829045899925,0.07300184217208427,0.07771883478014907,0.09393638865653044,0.24462474708861787,0.5460170954100075,0.2699815782791573,0.22281165219850935
66,-0.75,0.1,0.1,20,0.07133034643213373,0.02723434883959628,0.07062460777624752,0.0716666244457168,0.0800387274069862,0.2866965356786627,0.7276565116040373,0.2937539222375249,0.2833337555428321
67,-0.75,0.1,0.1,50,0.10533331574199113,0.06338921077238419,0.11004103425799194,0.10690668115776625,0.1097988499141334,0.053333157419911265,0.3661078922761582,0.10041034257991938,0.06906681157766242
68,-0.75,0.1,1.0,5,-0.16412960953091307,-0.4452880331943991,-0.15267633716682896,-0.15232040743008818,0.07928486434098118,2.6412960953091305,5.452880331943991,2.5267633716682893,2.523204074300882
69,-0.75,0.1,1.0,10,-0.04213090525288398,-0.4207026615608133,-0.02859237879196881,-0.03217551664064599,0.11405857920609318,1.4213090525288399,5.207026615608133,1.2859237879196883,1.32175516640646
70,-0.75,0.1,1.0,20,0.01027060252176974,-0.4235405596326928,0.02770398160925166,0.02439263256911691,0.10071808877322602,0.8972939747823026,5.235405596326928,0.7229601839074834,0.7560736743088309
71,-0.75,0.1,1.0,50,0.051991320052566,-0.4154056720755354,0.06668320606457662,0.06454200430066177,0.0966693851073244,0.48008679947434,5.154056720755354,0.3331679393542339,0.3545799569933823
